지식기술번호,지식기술명
2470,광학 하드웨어를 활용하여 공간을 인식할 수 있는 디바이스 및 펌웨어 설계를 수행
2471,제어요소의 특징 및 계산프로그램 사용 능력
2472,펌웨어 개발환경 구축에 대한 지식
2473,펌웨어 인터페이스 설계 기술
2474,펌웨어 기능 명세서 작성 전문지식
2475,"공간인식 시스템에서 주기적으로 데이터를 수집하여 공간 데이터를 저장하고, 데이터를 제공할 수 있는 플랫폼을 개발할 수 있는 기술 "
2476,공간정보서비스 연계 및 활용을 위한 아키텍처 분석 능력
2477,"광학 소프트웨어 응용 이행 과정을 통해 플랫폼 개발, 운영 방안을 설계, 구현"
2478,공간정보 설계와 관련된 표준의 이해
2479,공간정보DB 처리 기술
2480,광학 하드웨어를 통해서 추출된 데이터에 대한 정확성 및 유용성과 조건에 따른 변화 분석
2481,"위치 및 속성 기반 데이터 조인, 릴레이션 기술"
2482,하드웨어로부터 획득한 다수의 공간 데이터를 활용하여 공간 인식 시스템의 특성에 따라 데이터를 정합하여 안정적인 공간데이터를 획득하고 분석할 수 있는 지식 
2483,공간데이터 모델링 기술
2484,데이터 아키텍처 구조
2485,정보항목 도출 및 표준화
2486,"순차, 선택, 반복 제어구조"
2487,프로그램 디버깅 기술
2488,"제어대상 및 제어기기 등의 특성을 알고 제어원리를 파악하여, 시스템운영에 응용하는 능력"
2489,"서버, 네트워크, 소프트웨어 관리 능력"
2490,ITSM(IT Service Management)
2491,데이터베이스 관리시스템 운영 기술
2492,시스템 배치 방법
2493,정보시스템 운영관리 지침
2494,"how equipment and software used for games or interactive media projects works, its weaknesses and common faults and ways to resolve them(프로젝트에 사용된 장비/소프트웨어의 동작방식과 약점, 일반적인 결함 및 해결방법)"
2495,서비스 모니터링 도구 사용 방법
2496,시스템 운영 방법
2497,애플리케이션 운영 도구 활용 능력
2498,애플리케이션 구동 환경 이해 능력
2499,기존 소프트웨어를 수정하여 새로운 하드웨어에 적용할 수 있는 능력
2500,"기존의 설계 사양과 다른 조건에 적합한 하드웨어를 설계, 적용하는 기술"
2501,IT시스템 운용 방법
2502,공간 인식 프로젝트가 진행될 공간(현장)의 조건 및 관련 규정을 검토하고 설치할 공간인식 시스템 선정을 통한 경제성을 분석할 수 있는 지식
2503,광학 하드웨어 및 소프트웨어의 적합성과 환경에 따른 변화의 품질 유지 성능에 따른 분석
2504,"공간 인식 프로젝트의 요구사항에 따라 프로젝트의 범위, 일정, 원가, 품질, 성과를 관리할 수 있는 지식"
2505,광학 하드웨어 및 소프트웨어 개발 계획 수립 및 관리의 내용을 학습
2506,공간인식 시스템의 요구 사항을 분석하여 공간 인식 시스템의 하드웨어와 소프트웨어의 개발사항을 정리하여 구축 공간 및 시스템을 설계할 수 있는 지식
2507,광학 하드웨어 및 소프트웨어에 따른 데이터 수집과 관리 시스템 전반에 대한 설계 수행
2508,"공간인식 시스템에서 주기적으로 데이터를 수집하여 공간 데이터를 저장하고, 데이터를 제공할 수 있는 플랫폼을 개발할 수 있는 기술 "
2509,공간정보서비스 연계 및 활용을 위한 아키텍처 분석 능력
2510,"광학 소프트웨어 응용 이행 과정을 통해 플랫폼 개발, 운영 방안을 설계, 구현"
2511,광학 하드웨어를 통해서 추출된 데이터에 대한 정확성 및 유용성과 조건에 따른 변화 분석
2512,하드웨어로부터 획득한 다수의 공간 데이터를 활용하여 공간 인식 시스템의 특성에 따라 데이터를 정합하여 안정적인 공간데이터를 획득하고 분석할 수 있는 지식 
2513,"how equipment and software used for games or interactive media projects works, its weaknesses and common faults and ways to resolve them(프로젝트에 사용된 장비/소프트웨어의 동작방식과 약점, 일반적인 결함 및 해결방법)"
2514,공간 인식 프로젝트가 진행될 공간(현장)의 조건 및 관련 규정을 검토하고 설치할 공간인식 시스템 선정을 통한 경제성을 분석할 수 있는 지식
2515,광학 하드웨어 및 소프트웨어의 적합성과 환경에 따른 변화의 품질 유지 성능에 따른 분석
2516,설계 모델링 기법에 대한 이해
2517,요구사항 분석 기술
2518,전사 아키텍처 프레임워크 분석 능력
2519,목표 아키텍처 분석 능력
2520,"공간 인식 프로젝트의 요구사항에 따라 프로젝트의 범위, 일정, 원가, 품질, 성과를 관리할 수 있는 지식"
2521,광학 하드웨어 및 소프트웨어 개발 계획 수립 및 관리의 내용을 학습
2522,프로세스 모델링 능력
2523,공간인식 시스템의 요구 사항을 분석하여 공간 인식 시스템의 하드웨어와 소프트웨어의 개발사항을 정리하여 구축 공간 및 시스템을 설계할 수 있는 지식
2524,광학 하드웨어 및 소프트웨어에 따른 데이터 수집과 관리 시스템 전반에 대한 설계 수행
2525,"전자회로, MCU 구성 능력"
2526,"전자회로, 전력회로, 드라이버 제어, MCU 구성 능력"
2527,광학 하드웨어를 통하여 공간에 대한 데이터를 추출하고 재구성 할 수 있는 하드웨어를 설계 및 개발
2528,하드웨어가 인식할 공간의 범위와 해상도를 기준으로 적절한 센서모듈을 설계하고 인터페이스를 설계하고 개발할 수 있는 기술
2529,공간데이터 저장용량 및 서비스 용량 산정 기술
2530,공간데이터에 대한 이해
2531,공간인식 펌웨어의 인터페이스를 설계하고 센서들로부터 데이터를 획득하여 공간인식 데이터로 변환할 수 있는 알고리즘을 개발할 수 있는 기술
2532,광학 하드웨어를 활용하여 공간을 인식할 수 있는 디바이스 및 펌웨어 설계를 수행
2533,제어요소의 특징 및 계산프로그램 사용 능력
2534,펌웨어 개발환경 구축에 대한 지식
2535,펌웨어 인터페이스 설계 기술
2536,펌웨어 기능 명세서 작성 전문지식
2537,"공간인식 시스템에서 주기적으로 데이터를 수집하여 공간 데이터를 저장하고, 데이터를 제공할 수 있는 플랫폼을 개발할 수 있는 기술 "
2538,공간정보서비스 연계 및 활용을 위한 아키텍처 분석 능력
2539,"광학 소프트웨어 응용 이행 과정을 통해 플랫폼 개발, 운영 방안을 설계, 구현"
2540,공간정보 설계와 관련된 표준의 이해
2541,공간정보DB 처리 기술
2542,광학 하드웨어를 통해서 추출된 데이터에 대한 정확성 및 유용성과 조건에 따른 변화 분석
2543,"위치 및 속성 기반 데이터 조인, 릴레이션 기술"
2544,하드웨어로부터 획득한 다수의 공간 데이터를 활용하여 공간 인식 시스템의 특성에 따라 데이터를 정합하여 안정적인 공간데이터를 획득하고 분석할 수 있는 지식 
2545,공간데이터 모델링 기술
2546,데이터 아키텍처 구조
2547,정보항목 도출 및 표준화
2548,"순차, 선택, 반복 제어구조"
2549,프로그램 디버깅 기술
2550,"제어대상 및 제어기기 등의 특성을 알고 제어원리를 파악하여, 시스템운영에 응용하는 능력"
2551,"서버, 네트워크, 소프트웨어 관리 능력"
2552,ITSM(IT Service Management)
2553,데이터베이스 관리시스템 운영 기술
2554,시스템 배치 방법
2555,정보시스템 운영관리 지침
2556,"how equipment and software used for games or interactive media projects works, its weaknesses and common faults and ways to resolve them(프로젝트에 사용된 장비/소프트웨어의 동작방식과 약점, 일반적인 결함 및 해결방법)"
2557,서비스 모니터링 도구 사용 방법
2558,시스템 운영 방법
2559,애플리케이션 운영 도구 활용 능력
2560,애플리케이션 구동 환경 이해 능력
2561,기존 소프트웨어를 수정하여 새로운 하드웨어에 적용할 수 있는 능력
2562,"기존의 설계 사양과 다른 조건에 적합한 하드웨어를 설계, 적용하는 기술"
2563,IT시스템 운용 방법
2564,공간 인식 프로젝트가 진행될 공간(현장)의 조건 및 관련 규정을 검토하고 설치할 공간인식 시스템 선정을 통한 경제성을 분석할 수 있는 지식
2565,광학 하드웨어 및 소프트웨어의 적합성과 환경에 따른 변화의 품질 유지 성능에 따른 분석
2566,설계 모델링 기법에 대한 이해
2567,요구사항 분석 기술
2568,전사 아키텍처 프레임워크 분석 능력
2569,목표 아키텍처 분석 능력
2570,프로세스 모델링 능력
2571,"전자회로, MCU 구성 능력"
2572,"전자회로, 전력회로, 드라이버 제어, MCU 구성 능력"
2573,광학 하드웨어를 통하여 공간에 대한 데이터를 추출하고 재구성 할 수 있는 하드웨어를 설계 및 개발
2574,하드웨어가 인식할 공간의 범위와 해상도를 기준으로 적절한 센서모듈을 설계하고 인터페이스를 설계하고 개발할 수 있는 기술
2575,공간데이터 저장용량 및 서비스 용량 산정 기술
2576,공간데이터에 대한 이해
2577,공간인식 펌웨어의 인터페이스를 설계하고 센서들로부터 데이터를 획득하여 공간인식 데이터로 변환할 수 있는 알고리즘을 개발할 수 있는 기술
2578,광학 하드웨어를 활용하여 공간을 인식할 수 있는 디바이스 및 펌웨어 설계를 수행
2579,제어요소의 특징 및 계산프로그램 사용 능력
2580,펌웨어 개발환경 구축에 대한 지식
2581,펌웨어 인터페이스 설계 기술
2582,펌웨어 기능 명세서 작성 전문지식
2583,데이터 아키텍처 구조
2584,정보항목 도출 및 표준화
2585,"서버, 네트워크, 소프트웨어 관리 능력"
2586,ITSM(IT Service Management)
2587,데이터베이스 관리시스템 운영 기술
2588,시스템 배치 방법
2589,정보시스템 운영관리 지침
2590,"how equipment and software used for games or interactive media projects works, its weaknesses and common faults and ways to resolve them(프로젝트에 사용된 장비/소프트웨어의 동작방식과 약점, 일반적인 결함 및 해결방법)"
2591,서비스 모니터링 도구 사용 방법
2592,시스템 운영 방법
2593,애플리케이션 운영 도구 활용 능력
2594,애플리케이션 구동 환경 이해 능력
2595,기존 소프트웨어를 수정하여 새로운 하드웨어에 적용할 수 있는 능력
2596,"기존의 설계 사양과 다른 조건에 적합한 하드웨어를 설계, 적용하는 기술"
2597,IT시스템 운용 방법
2598,공간데이터 저장용량 및 서비스 용량 산정 기술
2599,공간데이터에 대한 이해
2600,제어요소의 특징 및 계산프로그램 사용 능력
2601,공간정보 설계와 관련된 표준의 이해
2602,공간정보DB 처리 기술
2603,"위치 및 속성 기반 데이터 조인, 릴레이션 기술"
2604,공간데이터 모델링 기술
2605,데이터 아키텍처 구조
2606,"순차, 선택, 반복 제어구조"
2607,프로그램 디버깅 기술
2608,"제어대상 및 제어기기 등의 특성을 알고 제어원리를 파악하여, 시스템운영에 응용하는 능력"
2609,프로젝트 환경 및 특수성
2610,통합테스트 계획서 작성 기술
2611,데이터 품질관리시스템 구조 설계 능력
2612,데이터 품질관리 프로세스 설계 능력
2613,"설계도서를 기반으로 구축 계획, 공정계획 수립, 서비스 구축을 수행하는 능력"
2614,구현에 요구되는 아키텍처의 이해
2615,데이터 품질관리시스템 구성 능력
2616,데이터 품질관리 프레임워크
2617,"콘텐츠의 특성을 파악하여 데이터베이스 구축, 데이터베이스 인터페이스 관리, 오브젝트 데이터 관리를 수행하는 능력"
2618,품질관리시스템 규격서 작성 능력
2619,데이터 품질관리시스템 구조 설계 능력
2620,데이터 품질관리시스템 구성 능력
2621,데이터 품질관리 프로세스 설계 능력
2622,데이터 품질관리 프레임워크
2623,데이터 품질관리 방법론
2624,핵심품질항목(CTQ : Critical To Quality)
2625,데이터 기준 지표(DQI : Data Quality Index)
2626,정보보호 및 개인정보보호 관리체계(ISMS-P)
2627,자원 할당 능력
2628,위험 분석 방법
2629,선진 사례 분석 방법
2630,개인정보보호법
2631,데이터 보호 범위 및 법적 문제
2632,비정형 데이터 지식
2633,빅데이터 품질 진단 능력
2634,데이터 품질 진단 방법
2635,데이터 품질 측정 기법
2636,"누락된 값, 중복 데이터, 잘못된 데이터 및 이러한 문제를 처리하는 방법을 포함하여 발생할 수 있는 잠재적인 데이터 품질 문제"
2637,정보시스템 운영관리 지침
2638,"실감형콘텐츠를 사용자에게 전달하기까지 수행되는 정보보안체계를 구현하기 위하여 정보보안계획 수립, 정보보안 문제 개선, 정보보안 예방활동을 수행하는 능력"
2639,"관리분류, 대응방안수립, 점검주기, 시운전 범위, 보안관리 능력"
2640,"실감형통신서비스의 품질관리 유지를 위해 품질관리 계획, 품질 점검, 품질 시험, 품질 개선을 수행하는 능력"
2641,빅데이터 품질관리 기술
2642,"시스템 동작 능력 파악, 정상판단기준, 제어기 로그분석 및 업그레이드 능력"
2643,"실감형통신서비스의 운용을 위해 운용계획 수립, 시스템 운용, 운용보고서 작성을 수행하는 능력"
2644,"시스템 배치 및 설계도 판독, 관리항목 선정, 관련 법규 파악 및 적용 능력"
2645,"작업 할당, 승인, 평가와 같은 감독 업무를 수행할 수 있는 능력"
2646,"실감형통신서비스를 위한 실감형콘텐츠 라이선스 관리, 실감형콘텐츠 구매관리, 실감형통신서비스 마케팅을 수행하는 능력"
2647,"관리계획 수립, 관리지표 선정, 관련 법규 파악 및 적용 능력"
2648,"고객 요구사항 처리와 불만사항 처리를 위해 고객 요구사항 관리, 고객불만 개선, 고객 불만예방을 수행하는 능력"
2649,"서비스 이용자가 언제 어디서나 편리하게 모든 종류의 단말기를 통하여 서비스를 받을 수 있도록 단말기 개통관리, 단말기 개통작업, 단말기 개통확인, 단말기 품질관리를 수행하는 능력"
2650,"실감형콘텐츠를 사용자에게 전달하기까지 서비스 품질이 보존될 수 있도록 유지보수업무 계획수립, 서비스 유지보수, 처리보고서 작성을 수행하는 능력"
2651,프로젝트 환경 및 특수성
2652,통합테스트 계획서 작성 기술
2653,데이터 품질관리시스템 구조 설계 능력
2654,데이터 품질관리 프로세스 설계 능력
2655,"설계도서를 기반으로 구축 계획, 공정계획 수립, 서비스 구축을 수행하는 능력"
2656,구현에 요구되는 아키텍처의 이해
2657,데이터 품질관리시스템 구성 능력
2658,데이터 품질관리 프레임워크
2659,"콘텐츠의 특성을 파악하여 데이터베이스 구축, 데이터베이스 인터페이스 관리, 오브젝트 데이터 관리를 수행하는 능력"
2660,정보보호 투자평가기법 활용 능력
2661,정보보호 성과자료 수집 및 분석 능력
2662,정보보호 및 SW사업대가기준 지식
2663,제안서의 요구사항에 대한 분석 능력
2664,산업용 통신기술에 관한 지식
2665,데이터 및 정보보호 정책 동향
2666,"통신기술 기반에 실감형콘텐츠가 통신서비스로 고객에게 제공될 수 있도록 환경분석, 요구사항 분석, 전략기획 수립을 수행하는 능력"
2667,일정 관리 도구 활용 능력
2668,정보자산 가치산정 능력
2669,요구사항 분석 기술
2670,품질관리시스템 규격서 작성 능력
2671,"통신설계, 네트워크 구축에 관한 기본 지식"
2672,"실감형콘텐츠를 효과적으로 제공하기 위하여 서비스 설계 요구사항 분석, 서비스 시스템 구조 설계, 네트워크 설계, 서브 시스템 설계를 수행하는 능력"
2673,소프트웨어 개발 방법론
2674,버전관리 체계
2675,소프트웨어 개발방법론
2676,모델링 기술
2677,신호 데이터를 분석하고 사용자가 지정한 패턴이나 필요한 정보에 대한 수집이 가능한 SW를 설계하고 개발
2678,영상 데이터를 분석하고 사용자가 지정한 패턴이나 필요한 정보에 대한 수집이 가능한 SW를 설계하고 개발
2679,"신호, 영상 데이터 가공 SW의 기능과 구성에 대한 분석 및 이를 토대로 다양한 신호, 영상 데이터 가공이 가능한 SW를 개발"
2680,"신호, 영상 데이터에 포함된 일반적인 데이터의 종류 및 패턴에 대한 이해를 연구하고, 이를 통해서 다양한 데이터를 분석할 수 있는 SW를 설계하고 개발"
2681,Communication(소통)
2682,기술영역별 미들웨어 및 솔루션 활용 능력
2683,how to interpret systems architecture models so that they may be integrated with software solution design deliverables(시스템 아키텍처 모델 해석 능력)
2684,UI 기획/설계/구현 절차
2685,HTML 개념과 적용원리
2686,소프트웨어 개발 프레임워크
2687,설계 산출물 이해
2688,소프트웨어 아키텍처 이해
2689,"신호, 영상 데이터에 포함된 일반적인 데이터의 종류 및 패턴에 대한 이해를 연구하고, 실제 다양한 신호/영상 데이터 입력을 통해서 분석 검증이 가능한 SW를 설계하고 개발"
2690,"신호, 영상 데이터에 포함된 다양한 데이터의 종류 및 패턴에 대한 분석 기능에 대해서 실제의 다양한 신호/영상 데이터 입력을 통해서 분석이 제대로 이루어지는지 검증하는 SW를 설계하고 개발"
2691,애플리케이션 빌드 절차
2692,"지능형 영상 정보처리시스템 설계를 위하여, 수요자의 요구를 시스템 관점에서 해석하여 필요 기능과 구현 가능한 사양을 결정하고 설계된 내용을 검증"
2693,소프트웨어 개발 방법론
2694,버전관리 체계
2695,소프트웨어 개발방법론
2696,모델링 기술
2697,지능형 영상 정보처리 시스템 개발에 필요한 알고리즘 및 모듈을 설계하고 성능을 검증할 수 있는 지식
2698,"지능형 영상 정보처리 알고리즘의 구조를 설계하고, 이에 따라 자동으로 식별할 객체나 행위 등 개발할 알고리즘의 기능을 설정하는 방법에 대한 학습"
2699,지능형 영상 정보처리 알고리즘에 대한 인증을 위해 영상정보관제시스템과 연동을 위한 인터페이스와 알고리즘을 개발하는 능력
2700,"지능형 영상정보 처리 알고리즘 개발(C/C++, Python, Java 등) 및 연동 인터페이스 개발 기술"
2701,신호 데이터를 분석하고 사용자가 지정한 패턴이나 필요한 정보에 대한 수집이 가능한 SW를 설계하고 개발
2702,영상 데이터를 분석하고 사용자가 지정한 패턴이나 필요한 정보에 대한 수집이 가능한 SW를 설계하고 개발
2703,센서들로부터 획득되는 신호/영상 데이터를 특성별로 유형을 정의하여 유형별로 데이터를 수집할 수 있는 수집 모듈 개발 기술
2704,"신호, 영상 데이터 가공 SW의 기능과 구성에 대한 분석 및 이를 토대로 다양한 신호, 영상 데이터 가공이 가능한 SW를 개발"
2705,"센서로부터 획득되는 신호/영상 데이터를 시스템에서 활용 가능한 표준화 데이터로 가공할 수 있는 알고리즘(C/C++, Python, Java 등) 개발 기술"
2706,"신호, 영상 데이터에 포함된 일반적인 데이터의 종류 및 패턴에 대한 이해를 연구하고, 이를 통해서 다양한 데이터를 분석할 수 있는 SW를 설계하고 개발"
2707,"다수의 영상데이터로 부터 의미있는 영상정보를 획득하기 위하여 영상 데이터를 빠르게 탐색하고, 데이터들을 연계하여 분석할 있는 알고리즘(C/C++, Python, Java 등) 개발 기술 "
2708,Communication(소통)
2709,기술영역별 미들웨어 및 솔루션 활용 능력
2710,how to interpret systems architecture models so that they may be integrated with software solution design deliverables(시스템 아키텍처 모델 해석 능력)
2711,UI 기획/설계/구현 절차
2712,HTML 개념과 적용원리
2713,프로그래밍 언어 및 도구 활용 능력
2714,프로그램 디버깅 기술
2715,객체지향 프로그래밍 언어 기본 문법
2716,라이브러리 기능에 대한 이해
2717,디버깅 기법
2718,프로그램 언어 작성 능력
2719,프로그래밍 언어 기능 구현을 위한 알고리즘
2720,SQL 활용 능력
2721,자료구조
2722,SQL 문법
2723,DML 작성기술
2724,테이블 간 업무처리 규칙
2725,소프트웨어 개발 프레임워크
2726,네트워크 이해
2727,설계 산출물 이해
2728,"relevant programming principles and best practice including object-oriented programming, procedural programming( 관련 프로그래밍 이론과 객체지향/절차적 프로그래밍을 포함한 베스트프랙티스)"
2729,IDE 도구 활용 능력
2730,데이터베이스 이해
2731,소프트웨어 아키텍처 이해
2732,프로그래밍 언어 활용 방법
2733,"신호, 영상 데이터에 포함된 일반적인 데이터의 종류 및 패턴에 대한 이해를 연구하고, 실제 다양한 신호/영상 데이터 입력을 통해서 분석 검증이 가능한 SW를 설계하고 개발"
2734,송신/수신/중계 시스템에서 연계시에 모듈별로 검증되어야 할 요소들을 검증할 수 있는 검증 모듈 개발 기술 
2735,"신호, 영상 데이터에 포함된 다양한 데이터의 종류 및 패턴에 대한 분석 기능에 대해서 실제의 다양한 신호/영상 데이터 입력을 통해서 분석이 제대로 이루어지는지 검증하는 SW를 설계하고 개발"
2736,"모듈별 연계 검증 SW를 활용하여 직접적, 간접적으로 데이터 연계를 검증할 수 있는 연계 테스트 환경을 구축하고 테스트를 수행할 수 있는 테스트 소프트웨어 개발 기술"
2737,애플리케이션 빌드 절차
2738,형상관리 도구 사용법
2739,형상관리 도구 활용 능력
2740,지능형 영상 관제 업무에 따라 영상데이터를 관찰하고 영상정보 처리 시스템을 유지 관리할 수 있는 지식
2741,정의된 지능형 영상 관제 업무에 따라 영상 데이터를 관찰하고 지능형 영상 정보처리시스템을 유지 관리를 수행하는 과정을 학습
2742,Communication(소통)
2743,기술영역별 미들웨어 및 솔루션 활용 능력
2744,how to interpret systems architecture models so that they may be integrated with software solution design deliverables(시스템 아키텍처 모델 해석 능력)
2745,UI 기획/설계/구현 절차
2746,프로그래밍 언어 및 도구 활용 능력
2747,디버깅 기법
2748,자료구조
2749,소프트웨어 개발 프레임워크
2750,네트워크 이해
2751,설계 산출물 이해
2752,데이터베이스 이해
2753,소프트웨어 아키텍처 이해
2754,"신호, 영상 데이터에 포함된 일반적인 데이터의 종류 및 패턴에 대한 이해를 연구하고, 실제 다양한 신호/영상 데이터 입력을 통해서 분석 검증이 가능한 SW를 설계하고 개발"
2755,형상관리 도구 사용법
2756,센서들로부터 획득되는 신호/영상 데이터를 특성별로 유형을 정의하여 유형별로 데이터를 수집할 수 있는 수집 모듈 개발 기술
2757,"센서로부터 획득되는 신호/영상 데이터를 시스템에서 활용 가능한 표준화 데이터로 가공할 수 있는 알고리즘(C/C++, Python, Java 등) 개발 기술"
2758,SQL 활용 능력
2759,SQL 문법
2760,DML 작성기술
2761,테이블 간 업무처리 규칙
2762,데이터베이스 이해
2763,송신/수신/중계 시스템에서 연계시에 모듈별로 검증되어야 할 요소들을 검증할 수 있는 검증 모듈 개발 기술 
2764,"모듈별 연계 검증 SW를 활용하여 직접적, 간접적으로 데이터 연계를 검증할 수 있는 연계 테스트 환경을 구축하고 테스트를 수행할 수 있는 테스트 소프트웨어 개발 기술"
2765,형상관리 도구 사용법
2766,형상관리 도구 활용 능력
2767,"지능형 영상 정보처리시스템 설계를 위하여, 수요자의 요구를 시스템 관점에서 해석하여 필요 기능과 구현 가능한 사양을 결정하고 설계된 내용을 검증"
2768,지능형 영상 정보처리 시스템 개발에 필요한 알고리즘 및 모듈을 설계하고 성능을 검증할 수 있는 지식
2769,"지능형 영상 정보처리 알고리즘의 구조를 설계하고, 이에 따라 자동으로 식별할 객체나 행위 등 개발할 알고리즘의 기능을 설정하는 방법에 대한 학습"
2770,지능형 영상 정보처리 알고리즘에 대한 인증을 위해 영상정보관제시스템과 연동을 위한 인터페이스와 알고리즘을 개발하는 능력
2771,"지능형 영상정보 처리 알고리즘 개발(C/C++, Python, Java 등) 및 연동 인터페이스 개발 기술"
2772,"다수의 영상데이터로 부터 의미있는 영상정보를 획득하기 위하여 영상 데이터를 빠르게 탐색하고, 데이터들을 연계하여 분석할 있는 알고리즘(C/C++, Python, Java 등) 개발 기술 "
2773,지능형 영상 관제 업무에 따라 영상데이터를 관찰하고 영상정보 처리 시스템을 유지 관리할 수 있는 지식
2774,정의된 지능형 영상 관제 업무에 따라 영상 데이터를 관찰하고 지능형 영상 정보처리시스템을 유지 관리를 수행하는 과정을 학습
2775,프로그래밍 언어 및 도구 활용 능력
2776,프로그램 디버깅 기술
2777,객체지향 프로그래밍 언어 기본 문법
2778,라이브러리 기능에 대한 이해
2779,디버깅 기법
2780,프로그램 언어 작성 능력
2781,프로그래밍 언어 기능 구현을 위한 알고리즘
2782,SQL 활용 능력
2783,자료구조
2784,소프트웨어 개발 프레임워크
2785,네트워크 이해
2786,설계 산출물 이해
2787,"relevant programming principles and best practice including object-oriented programming, procedural programming( 관련 프로그래밍 이론과 객체지향/절차적 프로그래밍을 포함한 베스트프랙티스)"
2788,IDE 도구 활용 능력
2789,데이터베이스 이해
2790,소프트웨어 아키텍처 이해
2791,프로그래밍 언어 활용 방법
2792,요구사항분석 결과에 따라 디지털트윈에 필요한 구성요소를 분석하여 디지털트윈 서비스 구현을 위한 모델을 정의하고 확정하는 능력
2793,프레임워크 설계 능력
2794,"공간 인식 프로젝트의 요구사항에 따라 프로젝트의 범위, 일정, 원가, 품질, 성과를 관리할 수 있는 지식"
2795,전사 아키텍처 프레임워크 분석 능력
2796,목표 아키텍처 분석 능력
2797,요구사항 분석 기술
2798,다양한 시스템 간의 상호 신호 전달 및 처리를 위한 인터페이스 설계
2799,"시스템 분석가, 엔지니어, 프로그래머와 협의하여 시스템을 설계하고, 프로젝트 제한사항, 성능 요구 사항 및 인터페이스에 대한 정보를 획득하는 능력"
2800,"인터페이스, 네트워크에 관한 지식"
2801,정보항목 도출 및 표준화
2802,the importance of data integrity (데이터 정합성의 중요성)
2803,공간데이터에 대한 이해
2804,공간정보DB 처리 기술
2805,"위치 및 속성 기반 데이터 조인, 릴레이션 기술"
2806,"증강 이벤트의 구현에 필요한 대상 오브젝트를 디지털로 변환하기 위해 오브젝트를 선정하고, 촬영ㆍ스캔을 종합적으로 수행하는 능력"
2807,"여러 종류의 공간학습 하드웨어를 활용하여 실내,외의 공간에 대한 데이터 수집과 측위를 위한 활용 방안 설계"
2808,공간 인식 데이터를 상대적으로 활용하여 실행 위치를 측위하고 추적할 수 있는 알고리즘을 설계하고 개발할 수 있는 기술
2809,영상 데이터에서 비젼 및 인공지능 알고리즘을 통하여 특징점을 추출하는 알고리즘 개발 및 소프트웨어 모듈 개발 기술
2810,"실제 물리공간안에 있는 2D, 3D 객체를 인식하여 가상 좌표계를 설정하고 가상 객체를 이미지 및 공간에 배치하여 정합할 수 있는 기술"
2811,디지털트윈 기획에 필요한 대내외 환경변수를 분석하여 핵심성공요소와 제약사항을 파악하는 능력
2812,디지털트윈 관점에서 기획의 목적을 달성하기 위해 요구사항을 분석하는 능력
2813,"디지털트윈의 성공적인 구현을 위하여 디지털트윈의 필요성을 정의하고, 대상과 목표를 설정하는 능력"
2814,설계된 디지털트윈 모델을 다양한 분야에 활용하기 위한 적용 시나리오를 정의하고 분석하며 확정할수 있는 능력
2815,프로젝트 계획을 검토하여 활동을 계획하고 조정할 수 있는 능력
2816,"사업의 목표 달성을 위해 필요한 기능 요건을 식별하고, 이를 구현할 수 있는 물리적 수단을 도출해내며, 가용한 리소스를 이용하여 이를 구현하기 위한 계획을 수립하는 능력"
2817,기획한 디지털트윈의 수립 목표 부합여부를 평가하기 위해 목표별 성과기준과 성과평가방법을 기획하는 능력
2818,디지털트윈 구현항목을 바탕으로 구현체계를 수립하고 구현에 필요한 인프라계획을 수립하는 능력
2819,시스템을 평가할 수 있는 능력
2820,구축될 디지털트윈 성능을 안정적으로 운영하기 위하여 운영목표를 수립하고 운영체계를 확립한 뒤 성능유지 방안을 계획하는 능력
2821,"분석모델링, 분석 프레임워크, 분석모델 테스트, 시각화 도구 활용 및 프로그래밍 능력"
2822,"제어대상 및 제어기기 등의 특성을 알고 제어원리를 파악하여, 시스템운영에 응용하는 능력"
2823,서비스 모니터링 도구 사용 방법
2824,애플리케이션 구동 환경 이해 능력
2825,애플리케이션 운영 도구 활용 능력
2826,정보시스템 운영관리 지침
2827,시스템에 요구되는 기능의 완성도에 대해 객관적이고 합의된 기준을 정하는 능력
2828,시스템 성능 표준을 결정할 수 있는 능력
2829,통합 시스템의 운용을 위한 소프트웨어의 논리성 및 합리성을 확인하는 능력 
2830,"가상현실 기술을 이해하고 구현하려는 콘텐츠의 특성 및 목적에 따라 적합한 콘텐츠의 컨셉 설계 및 가상현실 스토리텔링을 구현하고, 개발 및 운영을 관리할 수 있는 지식"
2831,"증강현실콘텐츠의 이용자 인터페이스를 개발하기 위하여 이용자의 요구사항을 분석하고, 제작하고자 하는 콘텐츠의 특성을 고려한 이용자 시나리오를 제작하여 사용성을 검증하는 능력"
2832,소프트웨어 개발방법론
2833,공간정보서비스 연계 및 활용을 위한 아키텍처 분석 능력
2834,"통합테스트 기법, 절차에 대한 적용 능력"
2835,플랫폼 인터페이스 지식
2836,내·외부 데이터 연계 설계 능력
2837,"표준규정, 프로토콜, 분석 소프트웨어 활용 능력"
2838,프로그램 테스트 소프트웨어 및 분석 소프트웨어 활용 능력
2839,소프트웨어 개발 프레임워크
2840,개발 환경 소프트웨어
2841,데이터베이스 이해
2842,소프트웨어 아키텍처 이해
2843,로봇 시스템 구현을 위한 비용을 단위요소별로 구분하여 분석하기 위한 체계 개발 능력
2844,분석 소프트웨어 활용능력
